Object Type	PID	Title	Path	Label	Depth	Deleted	Date Added	Date Updated	MIME Type	Checksum	File Size (bytes)	Number of Children
File	uuid:f66e62a4-8c58-40f9-a7d2-da8a9dfd65ac	A Survey of How Organizations Address the Information Needs of Farmworkers and Considerations for Mobile Solutions	/Collections/Master's Papers/School of Information and Library Science/A Survey of How Organizations Address the Information Needs of Farmworkers and Considerations for Mobile Solutions	1MP-ABlaine-FinalCopy.pdf	3	FALSE	3/31/15 11:23	3/31/15 11:25	application/pdf	f53ca9226768faecde4c8a539763e6f1	735330	
File	uuid:615e3376-8394-4f76-826f-0b89af496ac5	Exploring Local History through Primary Sources: Model Lesson Plans for High School Teachers and Librarians	/Collections/Master's Papers/School of Information and Library Science/Exploring Local History through Primary Sources: Model Lesson Plans for High School Teachers and Librarians	emilyyates.pdf	3	FALSE	3/31/15 11:37	3/31/15 11:38	application/pdf	d4ca45fb2f67609ab4209d3366bfb94c	489674	
File	uuid:9408189c-4f44-49b8-a792-b27535075976	Talking Back: How Congress Engages With the Public on Twitter.	/Collections/Master's Papers/School of Information and Library Science/Talking Back: How Congress Engages With the Public on Twitter.	grantmclendon.pdf	3	FALSE	3/31/15 17:01	3/31/15 17:02	application/pdf	a242edcb09c86f528283398c3c887509	610964	
File	uuid:608ad422-83fa-4531-b124-6fa2cde4471a	Stages of E-Government Service in North Carolina Counties: Examining the Inventory	/Collections/Master's Papers/School of Information and Library Science/Stages of E-Government Service in North Carolina Counties: Examining the Inventory	annamsnyder.pdf	3	FALSE	4/1/15 9:14	4/1/15 9:15	application/pdf	ff3d0c7ed6498c81f70ea8d548fe546c	6538497	
File	uuid:f16fb613-0e3d-4c8f-a8f3-b8d3d6e31388	Evaluation of a Training Method for Library Cataloguing Volunteers	/Collections/Master's Papers/School of Information and Library Science/Evaluation of a Training Method for Library Cataloguing Volunteers	FentersMP.pdf	3	FALSE	4/1/15 11:06	4/1/15 11:07	application/pdf	da8a2fda6cb21a3f97aadeed5c82102c	1558099	
File	uuid:f68ceeb9-8b8a-4092-a4d3-5f077e3994eb	Librarian Perceptions of Problematic Adult Behavior in the Teen Space.	/Collections/Master's Papers/School of Information and Library Science/Librarian Perceptions of Problematic Adult Behavior in the Teen Space.	nedadefibaugh.pdf	3	FALSE	4/1/15 11:45	4/1/15 11:46	application/pdf	8ca4b498d1bfca83ff1ed41c45df1bb5	256971	
File	uuid:92f8ab9b-412b-4727-9fc7-ce0e762a6cf5	What Do Composition Faculty Want Their Students to Learn? Examining Source Evaluation	/Collections/Master's Papers/School of Information and Library Science/What Do Composition Faculty Want Their Students to Learn? Examining Source Evaluation	lisabecksford.pdf	3	FALSE	4/1/15 14:59	4/1/15 15:00	application/pdf	4245040b75fac5138214e6c57bf5d0fc	425910	
File	uuid:3c4b8e50-08fb-4c86-b46b-8788357a972b	History and Genealogy: A Study of the Relationship between Genealogical Research and Interest in History	/Collections/Master's Papers/School of Information and Library Science/History and Genealogy: A Study of the Relationship between Genealogical Research and Interest in History	jamiepatrickburns.pdf	3	FALSE	4/1/15 20:14	4/1/15 20:14	application/x-file-download	3881940ba3e72f378ab535b8ce57a67a	439863	
File	uuid:2568bf8e-3f84-4a30-8dd0-a7c728fb935a	Correlating Twitter Sentiment with Basketball Game Events and Characteristics	/Collections/Master's Papers/School of Information and Library Science/Correlating Twitter Sentiment with Basketball Game Events and Characteristics	gerganadimitrova.pdf	3	FALSE	4/2/15 10:28	4/2/15 10:29	application/pdf	b430cb9fe396d31beb660e750ac1d79e	933410	
File	uuid:cf26dae7-5583-4c39-b834-c04834a49e5c	"""can i h3lp u?"": Analyzing Chat Reference Questions in a Special Collections Library"	"/Collections/Master's Papers/School of Information and Library Science/""can i h3lp u?"": Analyzing Chat Reference Questions in a Special Collections Library"	kathleenmonahan.pdf	3	FALSE	4/2/15 10:31	4/2/15 10:32	application/pdf	7fb095819e2d36e89dab11d11538214a	464800	
File	uuid:564d9628-e6d9-4d03-9d89-ec5f8f845158	Not-so Social Media: Citizen-Legislator Communications in the Digital Age	/Collections/Master's Papers/School of Information and Library Science/Not-so Social Media: Citizen-Legislator Communications in the Digital Age	marypeterson.pdf	3	FALSE	4/2/15 14:32	4/2/15 14:33	application/pdf	43bdb0014328c7d295b6973c4284cfcd	526455	
File	uuid:fa61f8b2-4c01-43d0-8b7d-e007c765b792	Predicting Speech Acts in MOOC Forum Posts Using Conditional Random Fields	/Collections/Master's Papers/School of Information and Library Science/Predicting Speech Acts in MOOC Forum Posts Using Conditional Random Fields	kyleshaffer.pdf	3	FALSE	4/3/15 11:43	4/3/15 11:43	application/pdf	82c15f059ff596e933d88dfee00e313e	1229636	
File	uuid:7f3d487e-35cd-4fb2-88fb-912d52f1a580	Popular reading collections in Academic Libraries: Are they worth it?	/Collections/Master's Papers/School of Information and Library Science/Popular reading collections in Academic Libraries: Are they worth it?	kellyfullerton.pdf	3	FALSE	4/7/15 14:40	4/7/15 14:40	application/pdf	5d13cb9b0c7385d04ca98191085663d4	395977	
File	uuid:3abd82e8-f1a2-4f03-9d0b-44f896ba68cf	LGBTQ Center Resource Library Access: A Case Study	/Collections/Master's Papers/School of Information and Library Science/LGBTQ Center Resource Library Access: A Case Study	kaiewing.pdf	3	FALSE	4/7/15 15:19	4/7/15 15:19	application/pdf	7e3caae63d6e41eb83b704e788d3459f	1264132	
File	uuid:1832dcb4-51e8-4b6d-89a3-34b483fef7b5	Carolina Health Informatics Program website overhaul to improve usability and information access	/Collections/Master's Papers/School of Information and Library Science/Carolina Health Informatics Program website overhaul to improve usability and information access	evgeniiakazymova.pdf	3	FALSE	4/7/15 16:01	4/7/15 16:01	application/pdf	7e235f8b85b9c6e792061b8956250a88	2387277	
File	uuid:b5feddc9-0249-41ee-982f-fc58e79d7aa9	Change Blindness in Web Applications	/Collections/Master's Papers/School of Information and Library Science/Change Blindness in Web Applications	michaelhead.pdf	3	FALSE	4/7/15 16:22	4/7/15 16:22	application/pdf	d5dc92524bb8c165f3884cc6440c491e	2684726	
File	uuid:4b38de54-9d2d-49d7-bc3f-059891418ee4	A Window Opened on the Library: An Analysis of Public Library Marketing.	/Collections/Master's Papers/School of Information and Library Science/A Window Opened on the Library: An Analysis of Public Library Marketing.	CatherineField.pdf	3	FALSE	4/7/15 16:35	4/7/15 16:35	application/pdf	5d62e026ee9045f27c7ff011bc67b1ac	609757	
File	uuid:ee6a520e-f837-4c46-9617-d9e1c1b012de	The Library as an Intervention in Children's Health: An Assessment of How Five Public Libraries in North Carolina are Collecting and Circulating Children's Books that Promote Physical Activity	/Collections/Master's Papers/School of Information and Library Science/The Library as an Intervention in Children's Health: An Assessment of How Five Public Libraries in North Carolina are Collecting and Circulating Children's Books that Promote Physical Activity	faithburns.pdf	3	FALSE	4/8/15 11:33	4/8/15 11:33	application/pdf	7d53d455cc4faeb2f528467c2011f9c8	950002	
File	uuid:ee495eb0-6971-4038-81be-d393d41d4c73	Comparing Dyslexia and Visual Impairments under W3C's WCAG: A  Legal Standard for Web Design?	/Collections/Master's Papers/School of Information and Library Science/Comparing Dyslexia and Visual Impairments under W3C's WCAG: A  Legal Standard for Web Design?	COMPARING DYSLEXIA AND VISUAL IMPAIRMENT UNDER W3C?S WCAG A LEGAL STANDARD FOR WEB DESIGN.pdf	3	FALSE	4/8/15 13:20	4/8/15 13:20	application/pdf	5de7affefe86b511fe976bfcd4b596a9	384898	
File	uuid:4f8e4c24-5273-444d-a1ab-7f3395a6273b	Collaboration between Library Publishing Services and University Presses	/Collections/Master's Papers/School of Information and Library Science/Collaboration between Library Publishing Services and University Presses	katiewomble.pdf	3	FALSE	4/8/15 15:19	4/8/15 15:19	application/pdf	b03e1297991d95f9830941da98dafb5a	2668730	
File	uuid:f46e89a2-2654-4ea3-af55-5746bd50f01d	Towards a Profile of Open Government Data Users	/Collections/Master's Papers/School of Information and Library Science/Towards a Profile of Open Government Data Users	johnoconnor.pdf	3	FALSE	4/8/15 16:58	4/8/15 16:58	application/pdf	b0584c715ac71c03517d12384ebb59c1	1929257	
File	uuid:299d2bc0-d005-4619-9061-4b485efd6851	Factors Influencing Changes in Public Library Adult Programming: A Look at Program Practices in Two North Carolina Public Libraries	/Collections/Master's Papers/School of Information and Library Science/Factors Influencing Changes in Public Library Adult Programming: A Look at Program Practices in Two North Carolina Public Libraries	sarahthornton.pdf	3	FALSE	4/9/15 10:49	4/9/15 10:49	application/pdf	6423650d96be48f9010e6f4d02dce0cc	256571	
File	uuid:9e41669d-a003-4a55-9384-5a55c29d1d66	We share what we are: user contributions and annotations in digital contributory archives.	/Collections/Master's Papers/School of Information and Library Science/We share what we are: user contributions and annotations in digital contributory archives.	joyjones.pdf	3	FALSE	4/9/15 12:09	4/9/15 12:09	application/pdf	608ce866ba75ac665b0be0e18bfc8816	577343	
File	uuid:f21e25aa-23a3-4658-959f-872e01f0da9b	Physical Versus Digital Museums: The User Experience	/Collections/Master's Papers/School of Information and Library Science/Physical Versus Digital Museums: The User Experience	brianburns.pdf	3	FALSE	4/9/15 12:59	4/9/15 12:59	application/pdf	6f439804c0e6932f9c0114c7fa249b08	284981	
File	uuid:203fba38-d3b5-4b1a-8c65-6d306f919fab	The Value of the Stone Center Library in the African-American Undergraduate Experience	/Collections/Master's Papers/School of Information and Library Science/The Value of the Stone Center Library in the African-American Undergraduate Experience	mariwarren.pdf	3	FALSE	4/9/15 17:53	4/9/15 17:53	application/pdf	f640481a3855bc0fe5741380bfef832f	381341	
File	uuid:c7da592e-6148-4ecb-9df9-cf34d5974855	"The Politics of College Reading Programs in South Carolina: A case study of the College of Charleston and the University of South Carolina Upstate, 2013-2014"	"/Collections/Master's Papers/School of Information and Library Science/The Politics of College Reading Programs in South Carolina: A case study of the College of Charleston and the University of South Carolina Upstate, 2013-2014"	youngerkarna.pdf	3	FALSE	4/9/15 21:18	4/9/15 21:18	application/pdf	bb73bbeb5d9af1c9519721d8e95d94b7	721856	
File	uuid:e8e3ab10-2c6d-4333-a92e-43d59213f1ed	The Graphic Novel Gap:  Collection Strength and School Librarian Understandings of Graphic Novel Benefits	/Collections/Master's Papers/School of Information and Library Science/The Graphic Novel Gap:  Collection Strength and School Librarian Understandings of Graphic Novel Benefits	juliestivers.pdf	3	FALSE	4/10/15 7:16	4/10/15 7:16	application/pdf	15375c49e0fb30a9dd9b88ff9f65f565	287509	
File	uuid:50886c2e-5cfa-45f6-bd37-0dbc61c5e4c5	Sheet Music Cover Art: A Case Study in Institutions' Guidlines and Practices	/Collections/Master's Papers/School of Information and Library Science/Sheet Music Cover Art: A Case Study in Institutions' Guidlines and Practices	ashleighlumpkinstevens.pdf	3	FALSE	4/10/15 12:03	4/10/15 12:03	application/pdf	e6763d2d2f690ce452929d608afd6e27	1276179	
File	uuid:e012c0f6-fcda-45aa-9300-d34f647722e0	Web Design for Low Bandwidth Areas	/Collections/Master's Papers/School of Information and Library Science/Web Design for Low Bandwidth Areas	Zekun_Yu_Master_Paper.pdf	3	FALSE	4/10/15 14:12	4/10/15 14:12	application/pdf	160096e96f69d7615be5c9d19880ca0c	1199705	
File	uuid:4ad87810-2f69-4548-9c56-7ab34d0ce116	Personal Digital Photograph Management and the Impact of Social Media	/Collections/Master's Papers/School of Information and Library Science/Personal Digital Photograph Management and the Impact of Social Media	rebeccasolomon.pdf	3	FALSE	4/10/15 15:16	4/10/15 15:16	application/pdf	238085df4da34fb1447f0e37263fab5d	180711	
File	uuid:6b320b1b-740b-45df-beae-a39143546e1f	Research on Augmented Reality Technology and Build AR Application on Google Glass	/Collections/Master's Papers/School of Information and Library Science/Research on Augmented Reality Technology and Build AR Application on Google Glass	yonghaoyu.pdf	3	FALSE	4/10/15 15:19	4/10/15 15:19	application/pdf	b89c785aa8822bea0782eea5d1f50bb4	820510	
File	uuid:e8800ed1-8ef4-4b65-9ee7-bedb671402ca	"Virtual Spaces and Physical Places: Analyzing Patron Use of Digital and Physical Collections at the Louis Round Wilson Library, University of North Carolina, Chapel Hill"	"/Collections/Master's Papers/School of Information and Library Science/Virtual Spaces and Physical Places: Analyzing Patron Use of Digital and Physical Collections at the Louis Round Wilson Library, University of North Carolina, Chapel Hill"	kesleychandler2-2.pdf	3	FALSE	4/12/15 15:23	4/12/15 15:23	application/pdf	1653f51107059a7c511e5ce07a5734f3	2298830	
File	uuid:1126f498-4656-4647-8c4f-7357f2ba7675	Investigating the Information Needs of interdisciplinary Research Centers: A Content Analysis	/Collections/Master's Papers/School of Information and Library Science/Investigating the Information Needs of interdisciplinary Research Centers: A Content Analysis	halleyhair.pdf	3	FALSE	4/13/15 9:09	4/13/15 9:09	application/pdf	aa3322287fcdbac3b9f35e0e56d38ca4	287762	
File	uuid:311c7db2-e7fc-4a03-9ed4-825bad64541c	Usability Evaluation of A Clinical Knowledge Summaries System	/Collections/Master's Papers/School of Information and Library Science/Usability Evaluation of A Clinical Knowledge Summaries System	chunxizhang.pdf	3	FALSE	4/13/15 15:39	4/13/15 15:39	application/pdf	be7ddb2dac0a6d628e5095262594de07	780083	
File	uuid:c01f358b-cfb0-46ce-9b5b-cf4f10b18438	An Analysis of Speculative Language in SEC 10-K Filings	/Collections/Master's Papers/School of Information and Library Science/An Analysis of Speculative Language in SEC 10-K Filings	jpulliza_Masters_Paper.pdf	3	FALSE	4/13/15 16:21	4/13/15 16:21	application/pdf	9f932abf220a0f183ad6ad7afc8772e6	711535	
File	uuid:165e5af2-5555-449c-83bc-60243bf16f77	Information Literacy by Design: Creating a Teaching & Training Template for Developing Library Instructors	/Collections/Master's Papers/School of Information and Library Science/Information Literacy by Design: Creating a Teaching & Training Template for Developing Library Instructors	lizmcglynn.pdf	3	FALSE	4/13/15 20:10	4/13/15 20:10	application/pdf	d8880813ae6a6679e0d0323f0e66ce2e	864212	
File	uuid:49d6ab2d-a71e-4157-a34f-ed62eb398414	A Case Study and Literature Review: How Effective IT Governance is the Key to Successful Enterprise Resource Planning Deployments	/Collections/Master's Papers/School of Information and Library Science/A Case Study and Literature Review: How Effective IT Governance is the Key to Successful Enterprise Resource Planning Deployments	thesis final 3.pdf	3	FALSE	4/20/15 14:28	4/20/15 14:28	application/pdf	0156e32e5a24774e823d9bb72cedd883	757320	
File	uuid:a113b9b0-3681-4390-983b-a92b87a7fd53	Library Services for the Homebound: You Can Afford It	/Collections/Master's Papers/School of Information and Library Science/Library Services for the Homebound: You Can Afford It	christyallisonsills.pdf	3	FALSE	4/20/15 23:56	4/20/15 23:56	application/pdf	2420b68c91332cd83112a44d3e0bbc29	238403	
File	uuid:fc265f94-a03f-4973-8192-3879ed5f579e	Use and Special Collections: Access and Outreach at the University of North Carolina's Wilson Library	/Collections/Master's Papers/School of Information and Library Science/Use and Special Collections: Access and Outreach at the University of North Carolina's Wilson Library	lindseysmith.pdf	3	FALSE	4/21/15 14:44	4/21/15 14:44	application/pdf	52f42e87a4ecaf7cf3b5f567d776bd60	456468	
File	uuid:46624589-c968-447a-9776-ed2839d94b4c	Platform Algorithms and Their Effect on Civic and Political Arenas.	/Collections/Master's Papers/School of Information and Library Science/Platform Algorithms and Their Effect on Civic and Political Arenas.	OakThesisFinal.pdf	3	FALSE	4/21/15 15:10	4/21/15 15:10	application/pdf	537fc2bf3de0749006b4e8305593be47	4050687	
File	uuid:6c6ef414-d47b-45f6-83d8-fb3c9d922b65	Automating Author Gender Identification from Blogs.	/Collections/Master's Papers/School of Information and Library Science/Automating Author Gender Identification from Blogs.	paulfarrell.pdf	3	FALSE	4/21/15 15:26	4/21/15 15:26	application/pdf	801729cde3c73c9028d6a0575a4ccfb9	139342	
File	uuid:9ee49158-2ac6-4906-bd6d-f48243189afd	Change Makers: An Annotated Bibliography of Social Action in Children's and Young Adult Literature	/Collections/Master's Papers/School of Information and Library Science/Change Makers: An Annotated Bibliography of Social Action in Children's and Young Adult Literature	elizabethhuessy.pdf	3	FALSE	4/26/15 12:54	4/26/15 12:54	application/pdf	a77b4c6360c2854e90c6439eacce774d	364176	
File	uuid:ae39d739-6081-4c7c-8464-00aab9cab938	Looking for Answers: A Usability Study of Online Finding Aid Navigation	/Collections/Master's Papers/School of Information and Library Science/Looking for Answers: A Usability Study of Online Finding Aid Navigation	rachelwalton.pdf	3	FALSE	4/28/15 8:37	4/28/15 8:37	application/pdf	f94c1f03dd07839abb1423af6091b787	1728017	
File	uuid:0766fa45-c8c1-4c0f-8ed0-80364a462641	Introducing an Enterprise Project Management Tool into an Agile Development Environment: Fit and Performance Impact	/Collections/Master's Papers/School of Information and Library Science/Introducing an Enterprise Project Management Tool into an Agile Development Environment: Fit and Performance Impact	davidoferrell.pdf	3	FALSE	5/4/15 17:56	5/4/15 17:56	application/pdf	a18b1a8c9c41bf5651abf58937af1c72	1179514	
File	uuid:bd78ca20-7c35-4868-b628-ba968a8ceba8	Comparing Representations of Race in Finding Aids Over Time	/Collections/Master's Papers/School of Information and Library Science/Comparing Representations of Race in Finding Aids Over Time	annaloewenthal.pdf	3	FALSE	5/18/15 10:02	5/18/15 10:02	application/pdf	705412353d7ceae338a0d17146e62496	577576	
File	uuid:61f32315-44a1-48a6-b585-d6e7a6d0e2b5	Evaluating the Impact of the Student-Athlete Library Liaison Program at the University of North Carolina-Chapel Hill	/Collections/Master's Papers/School of Information and Library Science/Evaluating the Impact of the Student-Athlete Library Liaison Program at the University of North Carolina-Chapel Hill	sarahmorris.pdf	3	FALSE	5/18/15 12:57	5/18/15 12:57	application/pdf	bbb80e8905cbbdcfdb2163d4bbf8a8c4	793496	
File	uuid:b9f4fc94-32e3-455d-ae6f-4e3fb88b687c	Law School Mission Statements and Librarians' Perceptions: An Analysis of Law School Library Practices	/Collections/Master's Papers/School of Information and Library Science/Law School Mission Statements and Librarians' Perceptions: An Analysis of Law School Library Practices	michaelschaffer.pdf	3	FALSE	5/18/15 15:04	5/18/15 15:04	application/pdf	febb536be8bb959eafaa42cc3c029296	258748	
File	uuid:704c0c1e-e103-4242-85d7-d3abf5b25835	Securing Text and Data Mining Rights for Researchers in Academic Libraries.	/Collections/Master's Papers/School of Information and Library Science/Securing Text and Data Mining Rights for Researchers in Academic Libraries.	Hillary-Miller-Master's-Paper.pdf	3	FALSE	5/19/15 12:42	5/19/15 12:42	application/pdf	cf16605242e7765edec7a66c9aa0eb1e	465239	
File	uuid:4014afcb-6114-4466-8377-bd81c44b6ab3	Strong Female Heroism: An Analysis of Sex-Types Portrayed By Female Protagonists Over a Twenty-Year Span	/Collections/Master's Papers/School of Information and Library Science/Strong Female Heroism: An Analysis of Sex-Types Portrayed By Female Protagonists Over a Twenty-Year Span	allisondixon.pdf	3	FALSE	5/20/15 10:08	5/20/15 10:08	application/pdf	04a643d2187a4da0581b201a6e1ac637	251470	
File	uuid:58ead152-ce82-4d60-8af2-04a1f59e92dd	Books Unre(a)d : the Institutional Logics of Soviet Book Procurement in the Wake of the Foreign Agents Registration Act	/Collections/Master's Papers/School of Information and Library Science/Books Unre(a)d : the Institutional Logics of Soviet Book Procurement in the Wake of the Foreign Agents Registration Act	Spunaugle_FInal.docx	3	FALSE	6/8/15 11:31	6/8/15 11:32	application/vnd.openxmlformats-officedocument.wordprocessingml.document	3234f471a20b90f6527320218e924ee8	272191	
File	uuid:33c6fe16-d602-468d-b79d-d5af739a323f	Special Collections Instruction and the Undergraduate Student: A Study of the Wilson Special Collections Library's Collaboration with the Introductory English Program at the University of North Carolina at Chapel Hill.	/Collections/Master's Papers/School of Information and Library Science/Special Collections Instruction and the Undergraduate Student: A Study of the Wilson Special Collections Library's Collaboration with the Introductory English Program at the University of North Carolina at Chapel Hill.	elizabethbguthrie.pdf	3	FALSE	7/1/15 12:12	7/1/15 12:12	application/pdf	779ad0beedd245ee3f8b296985abc9f8	895440	
File	uuid:61605166-7ef9-45d6-9a60-c8ec62399b4f	The Definition and Roles of a Contemporary Undergraduate Library	/Collections/Master's Papers/School of Information and Library Science/The Definition and Roles of a Contemporary Undergraduate Library	CLBHMastersPaper.pdf	3	FALSE	7/2/15 15:40	7/2/15 15:40	application/pdf	af5f16570f8a24092ad92f158d94f4a0	834372	
File	uuid:491bf6e6-8e87-48c9-8850-fff7bc99cee8	Access to Legal Information by Public Patrons in Varying Types of Law Libraries: A Case Study	/Collections/Master's Papers/School of Information and Library Science/Access to Legal Information by Public Patrons in Varying Types of Law Libraries: A Case Study	Maters Paper final draft for approval.pdf	3	FALSE	7/6/15 12:28	7/6/15 12:29	application/pdf	729f70a345175780199a0e036945afe4	259251	
File	uuid:661f8ec4-e2e5-44c0-a5a2-4ae18fd82237	A Study of Users of the Liquid Galaxy Earth and Streetview Display at Davis Library	/Collections/Master's Papers/School of Information and Library Science/A Study of Users of the Liquid Galaxy Earth and Streetview Display at Davis Library	Final_Masters_Paper-Tickner.pdf	3	FALSE	7/6/15 12:49	7/6/15 12:49	application/pdf	3eeb4a75e1e12bcb968e62816a2eba07	414858	
File	uuid:0e06254e-8ce8-4790-8a00-20454afc5333	Oral history Topic Modeling using MALLET and Termite	/Collections/Master's Papers/School of Information and Library Science/Oral history Topic Modeling using MALLET and Termite	final.pdf	3	FALSE	7/6/15 16:02	7/6/15 16:02	application/pdf	611c7983b78a121f88f0c1bbdd4de154	3917302	
File	uuid:e2d3293a-05ab-4089-bc4a-8828db230acf	Information Practices of Young Users in the Context of Health Tracking Technologies	/Collections/Master's Papers/School of Information and Library Science/Information Practices of Young Users in the Context of Health Tracking Technologies	eunjeongcheon.pdf	3	FALSE	7/7/15 9:36	7/7/15 9:37	application/pdf	f6f8430c85bf04992d0ac98a2ba23c7d	1029270	
File	uuid:1e5d4039-e1da-458e-b90b-33fa31671311	"Saving and Sustaining Community History One Block at a Time:  A Case Study on the Marian Cheek Jackson Center and the Convergence of Public History, Community Informatics, and Digital Archives"	"/Collections/Master's Papers/School of Information and Library Science/Saving and Sustaining Community History One Block at a Time:  A Case Study on the Marian Cheek Jackson Center and the Convergence of Public History, Community Informatics, and Digital Archives"	rhondajones.pdf	3	FALSE	7/10/15 16:29	7/10/15 16:29	application/pdf	dadddc49c00d1d0a1c2dec122b2d6758	353585	
File	uuid:83e7e64e-34e2-4fb5-b113-4d8320182cf6	JOURNAL ACCESS FOR UNDERSERVED AREAS (JAFUA): DESIGNING A DATABASE FOR UNDERSERVED COUNTRIES FOR THE WIDERNET PROJECT	/Collections/Master's Papers/School of Information and Library Science/JOURNAL ACCESS FOR UNDERSERVED AREAS (JAFUA): DESIGNING A DATABASE FOR UNDERSERVED COUNTRIES FOR THE WIDERNET PROJECT	lauraashcraft.pdf	3	FALSE	7/28/15 17:24	7/28/15 17:24	application/pdf	ec9bb2a49cf414c2fe6633627011f68e	481430	
File	uuid:c5733ac9-b63c-498f-9de4-7b26eb31d7a5	Usability Study Methodologies of Electronic Health Record Systems: A Systematic Review	/Collections/Master's Papers/School of Information and Library Science/Usability Study Methodologies of Electronic Health Record Systems: A Systematic Review	stefanieprotasowicki.pdf	3	FALSE	8/2/15 16:53	8/2/15 16:53	application/x-file-download	360bdad6ce1c0be7ebf3e76320b6e05d	661138	
File	uuid:a6bcdadf-eb59-4088-99cb-6aac01888276	How does Cognitive Ability impact the use of Query Reformulation Moves?	/Collections/Master's Papers/School of Information and Library Science/How does Cognitive Ability impact the use of Query Reformulation Moves?	erinmoore.pdf	3	FALSE	8/4/15 11:23	8/4/15 11:23	application/pdf	1f4769798eb5b9844960941a7caf6dd6	437029	
File	uuid:353164ad-87b2-48bb-a665-f82cf5755c19	Application of a POS Tagger to a Novel Chronological Division of Early Modern German Text	/Collections/Master's Papers/School of Information and Library Science/Application of a POS Tagger to a Novel Chronological Division of Early Modern German Text	brendanferrerihanberry.pdf	3	FALSE	8/5/15 19:10	8/5/15 19:10	application/pdf	4f1124d44d3d5633d22b502ea2cdacdc	2365235	
