Object Type,PID,Title,Path,Label,Depth,Deleted,Date Added,Date Updated,MIME Type,Checksum,File Size (bytes),Number of Children
File,uuid:2fde3867-d4ec-47ac-9f4a-bc273af0e5cd,Digital Humanities in Libraries (edited),/Collections/UNC Scholarly Publications/Digital Humanities in Libraries/Digital Humanities in Libraries (edited),Hswe_Varner_DigitalHumanitiesInLIibraries_Edited.pdf,3,false,2016-02-03 16:55:55,2016-02-03 16:56:44,application/pdf,9b8f6660d8eafdeda7cdc31c0594809f,126007,
File,uuid:8e6fef35-a34e-4dcd-bb1c-5d4dd8557e0a,Um ? about that American Libraries article we wrote,/Collections/UNC Scholarly Publications/Digital Humanities in Libraries/Um ? about that American Libraries article we wrote,Hswe_Varner_PostRegardingAmericanLibrariesArticle.pdf,3,false,2016-02-03 16:56:19,2016-02-03 16:59:04,application/pdf,ecc0e220864e95105a55e016c828f295,122884,
File,uuid:4a78c237-377b-48a1-ba88-628750e5c6e1,agreement.txt,/Collections/UNC Scholarly Publications/Digital Humanities in Libraries/agreement.txt,agreement.txt,3,false,2016-02-03 16:57:12,2016-02-03 16:59:15,text/plain,3a1eabc11342c455d595135a0287b9da,282,
Aggregate,uuid:7a022ad3-1021-4bce-9c66-2c9f030779f3,Digital Humanities in Libraries,/Collections/UNC Scholarly Publications/Digital Humanities in Libraries,,2,false,2016-02-03 16:54:53,2016-02-03 16:54:53,,,,4
File,uuid:87328561-9e23-472c-83f6-5e78ac18f4d3,Training Elements of Human Subjects Research Coordination CTSA Research Coordinator Taskforce,/Collections/UNC Scholarly Publications/Training Elements of Human Subjects Research Coordination CTSA Research Coordinator Taskforce/Training Elements of Human Subjects Research Coordination CTSA Research Coordinator Taskforce,CTSA Training Elements of Human Subjects Research Coordination  053112 112912.pdf,3,false,2015-07-02 08:14:47,2015-11-11 16:53:21,application/pdf,0eb3f900abc8f97e3b2e574ad568ee92,298777,
File,uuid:9d560f7b-6446-462d-bfe5-e7fca84507bb,Professional Resources_Ver_ 10042012 (00000003).pdf,/Collections/UNC Scholarly Publications/Training Elements of Human Subjects Research Coordination CTSA Research Coordinator Taskforce/Professional Resources_Ver_ 10042012 (00000003).pdf,Professional Resources_Ver_ 10042012 (00000003).pdf,3,false,2015-07-16 10:52:32,2015-07-16 10:54:07,application/pdf,ebdef4c34c39e6f69ec7250ec8cce3e0,56994,
Aggregate,uuid:ac5ffb05-6e15-4f39-a742-612bf29aaa88,Training Elements of Human Subjects Research Coordination CTSA Research Coordinator Taskforce,/Collections/UNC Scholarly Publications/Training Elements of Human Subjects Research Coordination CTSA Research Coordinator Taskforce,Training Elements of Human Subjects Research Coordination CTSA Research Coordinator Tastkforce,2,false,2015-07-16 10:54:48,2015-11-11 16:54:35,,,,2
Aggregate,uuid:af304055-1d01-439c-ae06-5f319c7e4d86,"Farming is easy, becoming Brazilian is hard: North American soy farmers' social values of production, work and land in Soylandia","/Collections/UNC Scholarly Publications/Farming is easy, becoming Brazilian is hard: North American soy farmers' social values of production, work and land in Soylandia",,2,false,2016-04-05 12:56:58,2016-04-05 12:56:58,,,,2
File,uuid:d1b75bbe-6cc7-4f88-a3bb-5cbe2ef2b041,Farming is easy becoming Brazilian is hard North American soy farmers social values of production work and land in Soylandia.pdf,"/Collections/UNC Scholarly Publications/Farming is easy, becoming Brazilian is hard: North American soy farmers' social values of production, work and land in Soylandia/Farming is easy becoming Brazilian is hard North American soy farmers social values of production work and land in Soylandia.pdf",Farming is easy becoming Brazilian is hard North American soy farmers social values of production work and land in Soylandia.pdf,3,false,2016-04-05 12:57:16,2016-04-05 12:58:25,application/pdf,4426970fa9b535bb30266c08ca4c5704,552622,
File,uuid:87226610-2bca-49f2-ae01-b63282a6c8d8,agreement.txt,"/Collections/UNC Scholarly Publications/Farming is easy, becoming Brazilian is hard: North American soy farmers' social values of production, work and land in Soylandia/agreement.txt",agreement.txt,3,false,2016-04-05 12:57:42,2016-04-05 12:58:22,text/plain,2dc148e3b84db1dd466a0e093ea5d65a,281,
File,uuid:77edca20-8806-4ab0-bd8e-b0a208e88b3e,Malak Master's Paper FINAL with sig.pdf,/Collections/UNC Scholarly Publications/An Instrument to Assess Occupational Health Hazards of Veterinary Health Workers/Malak Master's Paper FINAL with sig.pdf,Malak Master's Paper FINAL with sig.pdf,3,false,2016-04-01 17:34:45,2016-04-01 17:34:45,application/pdf,eb5e5214b289e8d293e9aa11a8d66147,982487,
File,uuid:82a0c367-43f5-487d-af0a-6621ca223563,agreement.txt,/Collections/UNC Scholarly Publications/An Instrument to Assess Occupational Health Hazards of Veterinary Health Workers/agreement.txt,agreement.txt,3,false,2016-04-01 17:35:11,2016-04-01 17:35:58,text/plain,2720b161e200edddac386e0c93eec73d,280,
Aggregate,uuid:b303e5d4-dd0d-4b0b-87a6-f1baadf7732c,An Instrument to Assess Occupational Health Hazards of Veterinary Health Workers,/Collections/UNC Scholarly Publications/An Instrument to Assess Occupational Health Hazards of Veterinary Health Workers,,2,false,2016-04-01 17:34:22,2016-04-01 17:34:22,,,,2
File,uuid:68b8ebce-37ef-438b-ae13-f591d10455fe,lorem.txt,/Collections/UNC Scholarly Publications/Test/lorem.txt,lorem.txt,3,false,2015-12-03 12:51:44,2015-12-03 12:51:44,text/plain,fa5c89f3c88b81bfd5e821b0316569af,446,
File,uuid:04e39fff-b04b-4451-9fc7-4647721f1904,agreement.txt,/Collections/UNC Scholarly Publications/Test/agreement.txt,agreement.txt,3,false,2015-12-03 12:52:23,2015-12-03 12:52:23,text/plain,42d2679f7ef2e534fbe4281f5c13d17d,281,
Aggregate,uuid:cb8e5cb8-3ee2-4f29-bde4-ceba2e807945,Test,/Collections/UNC Scholarly Publications/Test,,2,false,2015-12-03 12:50:59,2015-12-03 12:50:59,,,,2
File,uuid:8ae538e0-750c-488f-adf4-1f881a13cc84,This is a test pdf.pdf,/Collections/UNC Scholarly Publications/Test Title/This is a test pdf.pdf,This is a test pdf.pdf,3,true,2015-12-04 09:58:47,2015-12-04 09:58:47,application/pdf,51c0947e30094c7ad48e148a7c434aa9,9737,
File,uuid:285004f1-5319-4608-845f-58992b6bc12a,agreement.txt,/Collections/UNC Scholarly Publications/Test Title/agreement.txt,agreement.txt,3,true,2015-12-04 09:59:24,2015-12-04 09:59:24,text/plain,630c9e7f490c8867b3e07d0557c34d2e,282,
Aggregate,uuid:ce8b7a67-1d37-458d-9562-5b578284b7f1,Test Title,/Collections/UNC Scholarly Publications/Test Title,,2,true,2015-12-04 09:58:03,2015-12-04 09:58:03,,,,2
Collection,uuid:dfebbdf7-3361-4097-9fa4-7001ab6fcc11,BioMed Central,/Collections/UNC Scholarly Publications/BioMed Central,BioMed Central,2,false,2012-08-06 13:39:16,2015-11-27 18:09:23,,,,4465
File,uuid:b614717f-a0d0-4934-b12c-fd15c129a205,'CFTR-opathies': disease phenotypes associated with cystic fibrosis transmembrane regulator gene mutations,/Collections/UNC Scholarly Publications/BioMed Central/'CFTR-opathies': disease phenotypes associated with cystic fibrosis transmembrane regulator gene mutations,12931_2001_article_82.pdf,3,false,2016-01-01 18:03:29,2016-01-01 18:04:18,application/pdf,7150d70fbf8d051d42141262f6462118,62924,
File,uuid:945cffad-aace-4056-9fee-b42d5db63e0c,Depletion of the histone chaperone tNASP inhibits proliferation and induces apoptosis in prostate cancer PC-3 cells,/Collections/UNC Scholarly Publications/BioMed Central/Depletion of the histone chaperone tNASP inhibits proliferation and induces apoptosis in prostate cancer PC-3 cells,12958_2011_article_834.pdf,3,false,2015-12-20 01:00:07,2015-12-20 01:00:07,application/pdf,2f7ed511b5fc35edea116a32db7f8cdf,5317235,
File,uuid:0168b0c5-eed1-4bbd-9215-7e1f34c8cce2,Racial differences in associations between baseline patterns of radiographic osteoarthritis and multiple definitions of progression of hip osteoarthritis: the Johnston County Osteoarthritis Project,/Collections/UNC Scholarly Publications/BioMed Central/Racial differences in associations between baseline patterns of radiographic osteoarthritis and multiple definitions of progression of hip osteoarthritis: the Johnston County Osteoarthritis Project,13075_2015_article_806.pdf,3,false,2015-12-20 01:14:20,2015-12-20 01:14:20,application/pdf,d2efe83d5a5b491838f467884934aa12,1816185,
File,uuid:cb0feb3a-2711-4927-ad2c-0d0d38f3b435,Multivariable analysis to determine if HIV-1 Tat dicysteine motif is associated with neurodevelopmental delay in HIV-infected children in Malawi,/Collections/UNC Scholarly Publications/BioMed Central/Multivariable analysis to determine if HIV-1 Tat dicysteine motif is associated with neurodevelopmental delay in HIV-infected children in Malawi,12993_2015_article_83.pdf,3,false,2015-12-20 01:07:35,2015-12-20 01:07:35,application/pdf,e26a5b1fc0d8638dd874e3acc0f6d838,1074249,
File,uuid:5d9e9150-e53d-459d-8ecf-140629982984,"The coastal environment and human health: microbial indicators, pathogens, sentinels and reservoirs","/Collections/UNC Scholarly Publications/BioMed Central/The coastal environment and human health: microbial indicators, pathogens, sentinels and reservoirs",12940_2008_article_216.pdf,3,false,2015-12-20 01:09:32,2015-12-20 01:09:32,application/pdf,e5cbba2b0a13ab28ec0083b0b9b76115,1631160,
File,uuid:15221c60-eb25-4202-8a25-4e5930fc62aa,Ser170 of Bacillus thuringiensisCry1Ab ?-endotoxin becomes anchored in a hydrophobic moiety upon insertion of this protein into Manduca sextabrush border membranes,/Collections/UNC Scholarly Publications/BioMed Central/Ser170 of Bacillus thuringiensisCry1Ab ?-endotoxin becomes anchored in a hydrophobic moiety upon insertion of this protein into Manduca sextabrush border membranes,12858_2009_article_251.pdf,3,false,2015-12-20 24:58:46,2015-12-20 24:58:46,application/pdf,61e5348761bdcf306a9a0a1787fcfa6c,1694589,
File,uuid:360fb70e-976d-4650-9566-4097cd0b684c,Immunological and short-term brain volume changes in relapsing forms of multiple sclerosis treated with interferon beta-1a subcutaneously three times weekly: an open-label two-arm trial,/Collections/UNC Scholarly Publications/BioMed Central/Immunological and short-term brain volume changes in relapsing forms of multiple sclerosis treated with interferon beta-1a subcutaneously three times weekly: an open-label two-arm trial,12883_2015_article_488.pdf,3,false,2015-11-27 18:05:33,2015-11-27 18:11:01,application/pdf,bc86c445ac492c751b27f1de06b972ce,999672,
File,uuid:9cd1307b-6010-44c1-acf2-9ebdb8faf92b,A theory-based online health behaviour intervention for new university students (U@Uni:LifeGuide): results from a repeat randomized controlled trial,/Collections/UNC Scholarly Publications/BioMed Central/A theory-based online health behaviour intervention for new university students (U@Uni:LifeGuide): results from a repeat randomized controlled trial,13063_2015_article_1092.pdf,3,false,2015-12-11 18:03:47,2015-12-11 18:03:47,application/pdf,0f15771ec3714ccbf194a2581d983a5e,575425,
File,uuid:a453f607-af34-442f-a471-479677fbf8db,"Polychlorinated biphenyls, cytochrome P450 1A1 (CYP1A1) polymorphisms, and breast cancer risk among African American women and white women in North Carolina: a population-based case-control study","/Collections/UNC Scholarly Publications/BioMed Central/Polychlorinated biphenyls, cytochrome P450 1A1 (CYP1A1) polymorphisms, and breast cancer risk among African American women and white women in North Carolina: a population-based case-control study",13058_2004_article_948.pdf,3,false,2016-01-08 18:18:59,2016-01-08 18:19:36,application/pdf,179c010207e1ee3a181acf133fa28b7a,157443,
File,uuid:7e71da48-a90e-4629-a15b-37c543f9b29f,"Dual-energy contrast-enhanced digital mammography: initial clinical results of a multireader, multicase study","/Collections/UNC Scholarly Publications/BioMed Central/Dual-energy contrast-enhanced digital mammography: initial clinical results of a multireader, multicase study",13058_2011_article_3008.pdf,3,false,2016-01-08 18:21:14,2016-01-08 18:21:50,application/pdf,b140e063d7e1b1b3f7184d96a40d89d9,1829486,
File,uuid:eb25e60c-dc40-48d5-8917-2401d1433f9b,Manganese superoxide dismutase Ala-9Val polymorphism and risk of breast cancer in a population-based case?control study of African Americans and whites,/Collections/UNC Scholarly Publications/BioMed Central/Manganese superoxide dismutase Ala-9Val polymorphism and risk of breast cancer in a population-based case?control study of African Americans and whites,13058_2003_article_788.pdf,3,false,2016-01-08 18:12:54,2016-01-08 18:13:38,application/pdf,20ad7a46ecc3020a5a94202fefc8490f,100197,
File,uuid:f555203e-7adb-4dd6-85b0-4cb330e03663,"Cigarette smoking, cytochrome P4501A1 polymorphisms, and breast cancer among African-American and white women","/Collections/UNC Scholarly Publications/BioMed Central/Cigarette smoking, cytochrome P4501A1 polymorphisms, and breast cancer among African-American and white women",13058_2004_article_816.pdf,3,false,2016-01-08 18:15:15,2016-01-08 18:15:55,application/pdf,41c3ec0591cf505aa2f2db44c79027f7,186737,
File,uuid:2537e500-16e0-4c0d-8329-7c26b6768080,Elaborating on theory with middle managers? experience implementing healthcare innovations in practice,/Collections/UNC Scholarly Publications/BioMed Central/Elaborating on theory with middle managers? experience implementing healthcare innovations in practice,13012_2015_article_362.pdf,3,false,2016-01-08 18:10:23,2016-01-08 18:11:46,application/pdf,bdd944206dd44ec8a7d1b2aba1a49fc2,599962,
File,uuid:719c2bee-f2fa-4d65-ae10-a0449955ea10,Genetic Analysis Workshop 15: gene expression analysis and approaches to detecting multiple functional loci,/Collections/UNC Scholarly Publications/BioMed Central/Genetic Analysis Workshop 15: gene expression analysis and approaches to detecting multiple functional loci,12919_2007_article_2365.pdf,3,false,2016-02-19 18:20:07,2016-02-19 18:20:07,application/pdf,9a8e91ff95e5263dd6a05fea179f31f1,152611,
File,uuid:84ab7ab0-e044-4ba8-a680-b2b536b2dc9f,Effects of dietary macronutrient distribution on resting and post-exercise metabolism,/Collections/UNC Scholarly Publications/BioMed Central/Effects of dietary macronutrient distribution on resting and post-exercise metabolism,12970_2014_article_495.pdf,3,false,2016-02-19 18:05:45,2016-02-19 18:05:45,application/pdf,64c60305157caff1f0dd443cd787d442,246217,
File,uuid:28c6815a-1dc4-475e-9184-3706d29ff350,Etiological and clinical characteristics of central diabetes insipidus in children: a single center experience,/Collections/UNC Scholarly Publications/BioMed Central/Etiological and clinical characteristics of central diabetes insipidus in children: a single center experience,13633_2016_article_21.pdf,3,false,2016-02-12 18:31:23,2016-02-12 18:31:23,application/pdf,d47b8f6a23c98fb10e9b21f4c8e516f6,617418,
File,uuid:a72b48f0-7405-4b96-9e0c-a6b665671796,The Rodin-Ohno hypothesis that two enzyme superfamilies descended from one ancestral gene: an unlikely scenario for the origins of translation that will not be dismissed,/Collections/UNC Scholarly Publications/BioMed Central/The Rodin-Ohno hypothesis that two enzyme superfamilies descended from one ancestral gene: an unlikely scenario for the origins of translation that will not be dismissed,13062_2014_article_403.pdf,3,false,2016-02-12 18:27:44,2016-02-12 18:27:44,application/pdf,c1c20a0ed2d47634c7101d37a081470d,3235828,
File,uuid:1373ffb2-3f13-4d16-accf-1f0e372002a1,Mobilization of seed storage lipid by Arabidopsis seedlings is retarded in the presence of exogenous sugars,/Collections/UNC Scholarly Publications/BioMed Central/Mobilization of seed storage lipid by Arabidopsis seedlings is retarded in the presence of exogenous sugars,12870_2001_article_7.pdf,3,false,2016-01-22 18:12:18,2016-01-22 18:12:18,application/pdf,e0e017ca5084803e54fc170badf6d66d,2266580,
File,uuid:26601bdd-de13-4def-88fb-85e3b5aae1a5,"What is the extent of research on the characteristics, behaviors, and impacts of health information technology champions? A scoping review","/Collections/UNC Scholarly Publications/BioMed Central/What is the extent of research on the characteristics, behaviors, and impacts of health information technology champions? A scoping review",12911_2016_article_240.pdf,3,false,2016-01-15 18:04:57,2016-01-15 18:06:15,application/pdf,311a76a5d80edb101f2135af95bfa3c5,813060,
